POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,prelim 2023,change 2021-22,change 2021-22,Growth PA,SUBURB_NAMES
3037,Western municipalities and their suburbs,City of Brimbank,Mid,360000.0,372500.0,370000.0,400000.0,458000.0,545000.0,575000.0,530000.0,575000,645000,650000,659000,1,81,6.1,"Delahey, Sydenham"
3037,Western municipalities and their suburbs,City of Brimbank,Mid,415000.0,425000.0,415000.0,440000.0,505000.0,590000.0,620000.0,595000.0,635000,693500,707500,700000,2,70,5.5,"Delahey, Sydenham"
3030,Western municipalities and their suburbs,City of Brimbank,Mid,410000.0,417000.0,435000.0,466000.0,530000.0,635000.0,615000.0,649000.0,658000,715000,770000,740000,8,88,6.5,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,435000.0,450000.0,445000.0,465000.0,505000.0,590000.0,630000.0,635000.0,664000,739000,780000,750000,6,79,6.0,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,512500.0,480000.0,485000.0,570000.0,503000.0,629000.0,627500.0,625000.0,653500,715000,750000,723000,5,46,3.9,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,300000.0,309000.0,315000.0,335000.0,403000.0,470000.0,510000.0,500000.0,516000,570000,614000,587000,8,105,7.4,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,440000.0,538000.0,585000.0,680000.0,540000.0,650000.0,735000.0,744500.0,650000,822500,855000,856000,4,94,6.9,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3038,Western municipalities and their suburbs,City of Brimbank,Mid,400000.0,403500.0,429000.0,496500.0,562000.0,670000.0,660000.0,630000.0,660000,775000,770000,790000,-1,93,6.8,"Keilor Downs, Keilor Lodge, Taylors Lakes"
3038,Western municipalities and their suburbs,City of Brimbank,Mid,480000.0,490000.0,500000.0,555500.0,607500.0,760000.0,715000.0,740000.0,757500,865000,880000,980000,2,83,6.2,"Keilor Downs, Keilor Lodge, Taylors Lakes"
3038,Western municipalities and their suburbs,City of Brimbank,Mid,477500.0,490000.0,510000.0,561500.0,635000.0,720000.0,763500.0,750000.0,777500,883500,935000,820000,6,96,7.0,"Keilor Downs, Keilor Lodge, Taylors Lakes"
3018,Western municipalities and their suburbs,City of Hobsons Bay,Mid,570000.0,572500.0,646500.0,718000.0,829000.0,950000.0,932500.0,890000.0,914000,1160000,1175000,1175000,1,106,7.5,"Altona, Seaholme"
3018,Western municipalities and their suburbs,City of Hobsons Bay,Mid,600000.0,640000.0,670000.0,802500.0,872500.0,1157500.0,1015000.0,1020000.0,937500,1209500,1120000,,-7,87,6.4,"Altona, Seaholme"
3028,Western municipalities and their suburbs,City of Hobsons Bay,Mid,375000.0,390000.0,413000.0,440000.0,495000.0,625000.0,631500.0,615000.0,640000,720000,740000,661500,3,97,7.0,"Altona Meadows, Laverton South, Laverton, Seabrook, Laverton"
3028,Western municipalities and their suburbs,City of Hobsons Bay,Mid,390500.0,392500.0,425000.0,450000.0,528500.0,610500.0,646000.0,622500.0,647500,730000,752000,684500,3,93,6.8,"Altona Meadows, Laverton South, Laverton, Seabrook, Laverton"
3028,Western municipalities and their suburbs,City of Hobsons Bay,Mid,320000.0,325000.0,358000.0,377500.0,429000.0,535000.0,579000.0,529000.0,560000,605000,610000,565000,1,91,6.7,"Altona Meadows, Laverton South, Laverton, Seabrook, Laverton"
3028,Western municipalities and their suburbs,City of Wyndham,Outer,320000.0,325000.0,358000.0,377500.0,429000.0,535000.0,579000.0,529000.0,560000,605000,610000,565000,1,91,6.7,"Altona Meadows, Laverton South, Laverton, Seabrook, Laverton"
3028,Western municipalities and their suburbs,City of Hobsons Bay,Mid,403500.0,422500.0,402500.0,456000.0,509000.0,635000.0,672500.0,626500.0,652500,730000,755000,750000,3,87,6.5,"Altona Meadows, Laverton South, Laverton, Seabrook, Laverton"
3025,Western municipalities and their suburbs,City of Hobsons Bay,Mid,484000.0,510000.0,555000.0,645000.0,726000.0,828000.0,830000.0,790000.0,832500,960000,957500,880000,0,98,7.1,"Altona North, Altona East"
3025,Western municipalities and their suburbs,City of Hobsons Bay,Mid,550000.0,561000.0,603000.0,650000.0,795000.0,885000.0,902000.0,855000.0,870000,980000,1080000,867500,10,96,7.0,"Altona North, Altona East"
3015,Western municipalities and their suburbs,City of Hobsons Bay,Mid,630000.0,695000.0,740000.0,825000.0,950000.0,1080000.0,1059000.0,1055000.0,1090000,1288000,1280000,1297500,-1,103,7.3,"Newport, Spotswood, South Kingsville"
3015,Western municipalities and their suburbs,City of Hobsons Bay,Mid,655000.0,680000.0,640000.0,795000.0,917500.0,1027500.0,1080000.0,950000.0,985000,1260000,1260000,1360000,0,92,6.8,"Newport, Spotswood, South Kingsville"
3015,Western municipalities and their suburbs,City of Hobsons Bay,Mid,610000.0,619500.0,671000.0,742000.0,903000.0,980000.0,1000000.0,859000.0,992000,1100000,972500,,-12,59,4.8,"Newport, Spotswood, South Kingsville"
3016,Western municipalities and their suburbs,City of Hobsons Bay,Mid,901000.0,920000.0,970000.0,1120000.0,1282500.0,1440000.0,1415000.0,1350000.0,1402500,1638500,1662500,1390000,1,85,6.3,"Williamstown, Williamstown North"
3016,Western municipalities and their suburbs,City of Hobsons Bay,Mid,680000.0,768000.0,803500.0,862500.0,1135500.0,1003000.0,880000.0,965000.0,905000,1250000,1021500,,-18,50,4.2,"Williamstown, Williamstown North"
3019,Western municipalities and their suburbs,City of Maribyrnong,Mid,396000.0,424000.0,479500.0,550000.0,629000.0,665000.0,728500.0,646500.0,670000,743500,795000,688500,7,101,7.2,Braybrook
3011,Western municipalities and their suburbs,City of Maribyrnong,Mid,568000.0,600000.0,645000.0,690500.0,775000.0,883500.0,899000.0,820000.0,873000,970000,990000,860000,2,74,5.7,"Footscray, Seddon"
3011,Western municipalities and their suburbs,City of Maribyrnong,Mid,670000.0,675000.0,730000.0,830000.0,934500.0,982500.0,1018500.0,960000.0,1100000,1244000,1050000,1215000,-16,57,4.6,"Footscray, Seddon"
3013,Western municipalities and their suburbs,City of Maribyrnong,Mid,613000.0,696000.0,710000.0,810000.0,900500.0,1000000.0,1045000.0,971000.0,1033000,1195000,1205000,1070000,1,97,7.0,"Yarraville, Aintree, Bonnie Brook"
3013,Western municipalities and their suburbs,City of Melton,Outer,,,,600000.0,600000.0,571000.0,557500.0,575000.0,630000,719000,760000,710000,6,,,"Yarraville, Aintree, Bonnie Brook"
3013,Western municipalities and their suburbs,City of Melton,Outer,,,,,,,,,315000,492500,650000,645000,32,,,"Yarraville, Aintree, Bonnie Brook"
3338,Western municipalities and their suburbs,City of Melton,Outer,332000.0,330000.0,350500.0,340000.0,360000.0,425000.0,491500.0,445000.0,500000,537500,570000,570000,6,72,5.6,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3338,Western municipalities and their suburbs,City of Melton,Outer,400000.0,390500.0,390000.0,403500.0,459000.0,484000.0,550000.0,555000.0,600000,676500,707500,658500,5,77,5.9,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3338,Western municipalities and their suburbs,City of Wyndham,Outer,400000.0,390500.0,390000.0,403500.0,459000.0,484000.0,550000.0,555000.0,600000,676500,707500,658500,5,77,5.9,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3338,Western municipalities and their suburbs,City of Melton,Outer,634500.0,455000.0,490000.0,465000.0,483000.0,541000.0,615000.0,595000.0,625000,675000,717500,700000,6,13,1.2,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3338,Western municipalities and their suburbs,City of Melton,Outer,329000.0,330000.0,340000.0,350000.0,360000.0,420000.0,485000.0,475000.0,490000,535000,595000,575000,11,81,6.1,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3338,Western municipalities and their suburbs,City of Melton,Outer,230000.0,230000.0,238000.0,260000.0,276000.0,377000.0,417000.0,390000.0,420000,465000,515000,495000,11,124,8.4,"Brookfield, Eynesbury, Fraser Rise, Harkness, Melton South, Eynesbury"
3337,Western municipalities and their suburbs,City of Melton,Outer,281000.0,287000.0,280000.0,289500.0,310000.0,370000.0,435000.0,420000.0,432000,485000,550000,500000,13,96,6.9,"Kurunjang, Melton, Melton West"
3337,Western municipalities and their suburbs,City of Melton,Outer,250000.0,245000.0,240000.0,255000.0,280500.0,369000.0,415000.0,385000.0,390000,455000,500000,456000,10,100,7.2,"Kurunjang, Melton, Melton West"
3337,Western municipalities and their suburbs,City of Melton,Outer,283000.0,285500.0,290000.0,295000.0,330000.0,409000.0,453000.0,428000.0,470000,515000,551000,550000,7,95,6.9,"Kurunjang, Melton, Melton West"
3335,Western municipalities and their suburbs,City of Melton,Outer,262000.0,309000.0,280000.0,300000.0,347000.0,455000.0,500000.0,497000.0,465000,567500,622500,620000,10,138,9.0,"Rockbank, Strathtulloh, Taylors Hill, Thornhill Park"
3335,Western municipalities and their suburbs,City of Melton,Outer,191000.0,350000.0,440000.0,425000.0,430000.0,359000.0,425000.0,507500.0,522500,585500,629500,593000,8,230,12.7,"Rockbank, Strathtulloh, Taylors Hill, Thornhill Park"
3335,Western municipalities and their suburbs,City of Melton,Outer,480000.0,487500.0,510000.0,530000.0,600000.0,686000.0,723000.0,702000.0,754000,840000,908000,897500,8,89,6.6,"Rockbank, Strathtulloh, Taylors Hill, Thornhill Park"
3335,Western municipalities and their suburbs,City of Melton,Outer,,,,,441000.0,447000.0,578000.0,535000.0,540000,565000,600000,632500,6,,,"Rockbank, Strathtulloh, Taylors Hill, Thornhill Park"
3029,Western municipalities and their suburbs,City of Melton,Outer,341500.0,360000.0,390000.0,391000.0,430000.0,519500.0,570000.0,575000.0,580000,616000,657500,625000,7,93,6.8,"Truganina, Weir Views, Hoppers Crossing, Tarneit, Truganina"
3029,Western municipalities and their suburbs,City of Wyndham,Outer,341500.0,360000.0,390000.0,391000.0,430000.0,519500.0,570000.0,575000.0,580000,616000,657500,625000,7,93,6.8,"Truganina, Weir Views, Hoppers Crossing, Tarneit, Truganina"
3029,Western municipalities and their suburbs,City of Melton,Outer,407000.0,327500.0,388000.0,389000.0,418000.0,440000.0,470000.0,465000.0,495500,530000,579000,576000,9,42,3.6,"Truganina, Weir Views, Hoppers Crossing, Tarneit, Truganina"
3029,Western municipalities and their suburbs,City of Wyndham,Outer,312500.0,321500.0,340000.0,365500.0,415000.0,516000.0,552000.0,526500.0,550000,585000,620000,625000,6,98,7.1,"Truganina, Weir Views, Hoppers Crossing, Tarneit, Truganina"
3029,Western municipalities and their suburbs,City of Wyndham,Outer,356000.0,371000.0,395000.0,400000.0,445000.0,515000.0,570000.0,550000.0,570000,602500,650000,651000,8,83,6.2,"Truganina, Weir Views, Hoppers Crossing, Tarneit, Truganina"
3024,Western municipalities and their suburbs,City of Wyndham,Outer,345000.0,340500.0,360000.0,385000.0,417500.0,490000.0,526000.0,533000.0,570000,596000,648000,605500,9,88,6.5,"Manor Lakes, Wyndham Vale, Mambourin"
3024,Western municipalities and their suburbs,City of Wyndham,Outer,286500.0,288000.0,306000.0,325000.0,365000.0,435500.0,474000.0,460500.0,480000,530000,580000,555000,9,102,7.3,"Manor Lakes, Wyndham Vale, Mambourin"
3024,Western municipalities and their suburbs,City of Wyndham,Outer,,,,,,,,,329500,597500,631500,652500,6,,,"Manor Lakes, Wyndham Vale, Mambourin"
