POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
2071,Southeastern municipalities and their suburbs,City of Frankston,Outer,3910,Catholic,St Jude's School,Primary,145.19111,-38.15528,Langwarrin
2072,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Seaford Primary School,Primary,145.1305,-38.10444,Seaford
2073,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Nepean Special School,Special,145.14233,-38.11943,Seaford
2074,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Belvedere Park Primary School,Primary,145.14693,-38.10984,Seaford
2075,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Seaford North Primary School,Primary,145.13361,-38.09016,Seaford
2076,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Seaford Park Primary School,Primary,145.15444,-38.10504,Seaford
2077,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Kananook Primary School,Primary,145.13174,-38.12516,Seaford
2078,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Government,Patterson River Secondary College,Secondary,145.13474,-38.0835,Seaford
2079,Southeastern municipalities and their suburbs,City of Frankston,Outer,3198,Catholic,St Anne's School,Primary,145.14095,-38.1066,Seaford
2080,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Ormond Primary School,Primary,145.03367,-37.907,"Bentleigh, McKinnon, Ormond"
2081,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Bentleigh West Primary School,Primary,145.02677,-37.92059,"Bentleigh, McKinnon, Ormond"
2082,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Primary School,Primary,145.0528,-37.90805,"Bentleigh, McKinnon, Ormond"
2083,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Tucker Road Bentleigh Primary School,Primary,145.04901,-37.93254,"Bentleigh, McKinnon, Ormond"
2084,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Katandra School,Special,145.04074,-37.90206,"Bentleigh, McKinnon, Ormond"
2085,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Secondary College,Secondary,145.04854,-37.9122,"Bentleigh, McKinnon, Ormond"
2086,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Kilvington Grammar School,Pri/Sec,145.04122,-37.89952,"Bentleigh, McKinnon, Ormond"
2087,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,St Paul's School,Primary,145.04147,-37.92283,"Bentleigh, McKinnon, Ormond"
2088,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,Our Lady of the Sacred Heart College,Secondary,145.03994,-37.92572,"Bentleigh, McKinnon, Ormond"
2089,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Divrei Emineh,Pri/Sec,145.03508,-37.9036,"Bentleigh, McKinnon, Ormond"
2090,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Ormond Primary School,Primary,145.03367,-37.907,"Bentleigh, McKinnon, Ormond"
2091,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Bentleigh West Primary School,Primary,145.02677,-37.92059,"Bentleigh, McKinnon, Ormond"
2092,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Primary School,Primary,145.0528,-37.90805,"Bentleigh, McKinnon, Ormond"
2093,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Tucker Road Bentleigh Primary School,Primary,145.04901,-37.93254,"Bentleigh, McKinnon, Ormond"
2094,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Katandra School,Special,145.04074,-37.90206,"Bentleigh, McKinnon, Ormond"
2095,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Secondary College,Secondary,145.04854,-37.9122,"Bentleigh, McKinnon, Ormond"
2096,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Kilvington Grammar School,Pri/Sec,145.04122,-37.89952,"Bentleigh, McKinnon, Ormond"
2097,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,St Paul's School,Primary,145.04147,-37.92283,"Bentleigh, McKinnon, Ormond"
2098,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,Our Lady of the Sacred Heart College,Secondary,145.03994,-37.92572,"Bentleigh, McKinnon, Ormond"
2099,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Divrei Emineh,Pri/Sec,145.03508,-37.9036,"Bentleigh, McKinnon, Ormond"
2100,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Ormond Primary School,Primary,145.03367,-37.907,"Bentleigh, McKinnon, Ormond"
2101,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Bentleigh West Primary School,Primary,145.02677,-37.92059,"Bentleigh, McKinnon, Ormond"
2102,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Primary School,Primary,145.0528,-37.90805,"Bentleigh, McKinnon, Ormond"
2103,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Tucker Road Bentleigh Primary School,Primary,145.04901,-37.93254,"Bentleigh, McKinnon, Ormond"
2104,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,Katandra School,Special,145.04074,-37.90206,"Bentleigh, McKinnon, Ormond"
2105,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Government,McKinnon Secondary College,Secondary,145.04854,-37.9122,"Bentleigh, McKinnon, Ormond"
2106,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Kilvington Grammar School,Pri/Sec,145.04122,-37.89952,"Bentleigh, McKinnon, Ormond"
2107,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,St Paul's School,Primary,145.04147,-37.92283,"Bentleigh, McKinnon, Ormond"
2108,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Catholic,Our Lady of the Sacred Heart College,Secondary,145.03994,-37.92572,"Bentleigh, McKinnon, Ormond"
2109,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3204,Independent,Divrei Emineh,Pri/Sec,145.03508,-37.9036,"Bentleigh, McKinnon, Ormond"
2110,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Government,Coatesville Primary School,Primary,145.07363,-37.92008,Bentleigh East
2111,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Government,Valkstone Primary School,Primary,145.05717,-37.91461,Bentleigh East
2112,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Government,East Bentleigh Primary School,Primary,145.06942,-37.93451,Bentleigh East
2113,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Government,Southern Autistic School,Special,145.06208,-37.92672,Bentleigh East
2114,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Government,Bentleigh Secondary College,Secondary,145.0598,-37.92736,Bentleigh East
2115,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3165,Catholic,St Peter's School,Primary,145.07091,-37.92304,Bentleigh East
2116,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Government,Caulfield South Primary School,Primary,145.0308,-37.89525,"Caulfield, Caulfield South"
2117,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Government,Caulfield Primary School,Primary,145.02003,-37.88805,"Caulfield, Caulfield South"
2118,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Independent,Japanese School of Melbourne,Pri/Sec,145.0194,-37.89244,"Caulfield, Caulfield South"
2119,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Independent,Melbourne Montessori School,Pri/Sec,145.02567,-37.88817,"Caulfield, Caulfield South"
2120,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Government,Caulfield South Primary School,Primary,145.0308,-37.89525,"Caulfield, Caulfield South"
2121,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Government,Caulfield Primary School,Primary,145.02003,-37.88805,"Caulfield, Caulfield South"
2122,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Independent,Japanese School of Melbourne,Pri/Sec,145.0194,-37.89244,"Caulfield, Caulfield South"
2123,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3162,Independent,Melbourne Montessori School,Pri/Sec,145.02567,-37.88817,"Caulfield, Caulfield South"
2124,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3161,Government,Caulfield Junior College,Primary,145.02156,-37.87211,Caulfield North
2125,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3161,Government,Oakwood School,Secondary,145.03417,-37.87398,Caulfield North
2126,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3161,Independent,Shelford Girls' Grammar,Pri/Sec,145.01132,-37.87791,Caulfield North
2127,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Carnegie Primary School,Primary,145.0545,-37.89074,"Carnegie, Glen Huntly, Murrumbeena"
2128,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Murrumbeena Primary School,Primary,145.07041,-37.88617,"Carnegie, Glen Huntly, Murrumbeena"
2129,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Glen Huntly Primary School,Primary,145.04623,-37.89377,"Carnegie, Glen Huntly, Murrumbeena"
2130,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Anthony's School,Primary,145.0471,-37.88689,"Carnegie, Glen Huntly, Murrumbeena"
2131,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Patrick's School,Primary,145.06527,-37.90178,"Carnegie, Glen Huntly, Murrumbeena"
2132,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Carnegie Primary School,Primary,145.0545,-37.89074,"Carnegie, Glen Huntly, Murrumbeena"
2133,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Murrumbeena Primary School,Primary,145.07041,-37.88617,"Carnegie, Glen Huntly, Murrumbeena"
2134,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Glen Huntly Primary School,Primary,145.04623,-37.89377,"Carnegie, Glen Huntly, Murrumbeena"
2135,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Anthony's School,Primary,145.0471,-37.88689,"Carnegie, Glen Huntly, Murrumbeena"
2136,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Patrick's School,Primary,145.06527,-37.90178,"Carnegie, Glen Huntly, Murrumbeena"
2137,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Carnegie Primary School,Primary,145.0545,-37.89074,"Carnegie, Glen Huntly, Murrumbeena"
2138,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Murrumbeena Primary School,Primary,145.07041,-37.88617,"Carnegie, Glen Huntly, Murrumbeena"
2139,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Government,Glen Huntly Primary School,Primary,145.04623,-37.89377,"Carnegie, Glen Huntly, Murrumbeena"
2140,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Anthony's School,Primary,145.0471,-37.88689,"Carnegie, Glen Huntly, Murrumbeena"
2141,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,3163,Catholic,St Patrick's School,Primary,145.06527,-37.90178,"Carnegie, Glen Huntly, Murrumbeena"
2142,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Mordialloc Beach Primary School,Primary,145.08881,-38.00558,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2143,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Parkdale Primary School,Primary,145.0831,-37.99279,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2144,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Aspendale Primary School,Primary,145.09976,-38.02027,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2145,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Parktone Primary School,Primary,145.08824,-37.98711,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2146,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Yarrabah School,Special,145.09669,-38.01399,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2147,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Aspendale Gardens Primary School,Primary,145.1168,-38.02251,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2148,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Mordialloc College,Secondary,145.09268,-38.01224,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
2149,Southeastern municipalities and their suburbs,City of Kingston,Mid,3195,Government,Parkdale Secondary College,Secondary,145.0935,-37.9903,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
